Time,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Control Force
1740035151.20672,-0.0005966148714875702,-0.11866889322326057,0.0008949269286230024,0.17794802039876717,-16.81631955717737
1740035151.2337744,-0.0007281997888127105,-0.13158491732514022,0.0010922222915740747,0.1972953629510722,-9.568676082045654
1740035151.2391047,-0.0011999258647859225,-0.17001842606502512,0.0017993770882042378,0.25484898176947685,-9.568676082045654
1740035151.2626407,-0.001376874274964971,-0.17694841017904858,0.0020645782719923515,0.2652011837881137,-6.793059914836321
1740035151.2699924,-0.002357987382832268,-0.2067760237312043,0.0035345254609243696,0.3097397124398579,-6.793059914836321
1740035151.281923,-0.002785245417504741,-0.21590760924244906,0.004174457759589729,0.3233672132743559,2.1230994502446863
1740035151.287168,-0.0032215034143371064,-0.21581031252187438,0.004827756782698463,0.3231526569752111,4.698627421058919
1740035151.2892277,-0.0038413216557890385,-0.20202498970644955,0.005755638088959635,0.3024025778911569,5.877557823289947
1740035151.2919483,-0.004410767979521723,-0.1831088243482142,0.006607856264196321,0.27401144154288426,7.455727061765265
1740035151.2959232,-0.004587209606457734,-0.17644162693601143,0.006871875064455149,0.26401880025882846,7.274436712435197
1740035151.3048396,-0.00475701337337945,-0.16980376692171575,0.007125952160720229,0.25407709626507996,7.274436712435197
1740035151.3068385,-0.0050769682843854165,-0.1567598474087143,0.007604699739145853,0.23456168181824014,14.275254047412172
1740035151.3110452,-0.005227321112314814,-0.1503528279293968,0.007829685886269085,0.2249861471232326,9.378485113659197
1740035151.3161497,-0.005371294943257442,-0.1439738309426284,0.008045144761476176,0.2154588752070903,8.69646600331659
1740035151.3217428,-0.005508917626376713,-0.13762268311927123,0.008251124212344666,0.20597945086849032,7.401593441412444
1740035151.3258266,-0.005765220084497852,-0.1250032461005911,0.008634834168062587,0.18716249469643195,17.894754439595793
1740035151.3305166,-0.005979729777768051,-0.10135550632397879,0.008956098978423723,0.1518168602424665,4.406032655271303
1740035151.3344207,-0.006374214729531841,-0.06560672433976142,0.009548033877983761,0.09864239175437241,2.395732325734228
1740035151.3369539,-0.006487102662721312,-0.053398381642529816,0.009718148951947747,0.08054361155084543,15.637790042180164
1740035151.3405426,-0.006575729114447453,-0.04129339996309534,0.00985232298360696,0.06261558346948955,15.637790042180164
1740035151.3439124,-0.006631934772058941,-0.020926392396563888,0.00993833850435106,0.03230089010137847,15.637790042180164
1740035151.3506422,-0.006649320110421279,-0.017385338362338063,0.009965460851636958,0.027122347285897498,1.7459988713385768
1740035151.351758,-0.006673527107193497,-0.010347818678214394,0.01000426693583508,0.016837969495748076,1.3535195117875627
1740035151.3528514,-0.006680378274935838,-0.006851167742340731,0.010015998625881865,0.01173169004678468,1.3535195117875627
1740035151.3538558,-0.006683649032894982,9.837549265325147e-05,0.010024237529927014,0.0015898480803503978,1.3535195117875627
1740035151.357397,-0.006673107403157697,0.006990179879688203,0.010012332218653611,-0.008459159711338319,1.3535195117875627
1740035151.3612046,-0.006650470190608267,0.012222557281056697,0.009982870939560932,-0.016011887175598347,1.3535195117875627
1740035151.3647773,-0.00663644714878155,0.014023041826717816,0.009964308223891452,-0.018562715669480676,8.917279082132328
1740035151.3662627,-0.006603029051574487,0.01760194229141895,0.00991957642399116,-0.023629812352951914,8.917279082132328
1740035151.368592,-0.0063310302068638295,0.07876295610979835,0.009527652387236137,-0.11462011666874868,8.917279082132328
1740035151.3717935,-0.006240185749037532,0.09084445782629763,0.00939507270923387,-0.13257967800226594,-0.8655580093187196
1740035151.3736982,-0.005867251617635972,0.09466064666377838,0.008852174162946584,-0.13760533139629855,-2.2217621609830998
1740035151.3773797,-0.0057716447870752126,0.0956068305607595,0.0087133201440913,-0.13885401885528495,-2.2217621609830998
1740035151.378426,-0.005380754677945132,0.09873631445469014,0.008146882959872578,-0.142882256637573,2.8317236545468316
1740035151.381662,-0.004871769203669611,0.10785140721315685,0.007411903671676637,-0.15576932667390023,2.8317236545468316
1740035151.3828013,-0.004257158634876966,0.1251050411649868,0.00652229180243466,-0.18088814225495753,-2.4339127822410216
1740035151.3837578,-0.003890389848351917,0.12029757975194563,0.00599334417051461,-0.1732309792257255,-2.4339127822410216
1740035151.3877203,-0.003428128352473225,0.11516411732827718,0.005330199100333333,-0.16498607697468665,-2.4339127822410216
1740035151.3887389,-0.0033112169142036785,0.11691143826954652,0.005162718182169051,-0.167480918164282,-3.530516085169218
1740035151.3895802,-0.0031925644341463002,0.11865248005737837,0.004992750131029306,-0.16996805113974472,-3.530516085169218
1740035151.3905022,-0.002950061263665204,0.12211588742118373,0.004645382965966728,-0.17491958972267113,-3.530516085169218
1740035151.3940241,-0.0027132431197754506,0.11717724002997339,0.004307030779354566,-0.16726848005396333,-3.530516085169218
1740035151.3956962,-0.0025985182933545544,0.11472482642089618,0.004143557035610262,-0.16347374374430432,-8.695801299192116
1740035151.4000332,-0.0023763812256457966,0.10985347379250533,0.0038279126230041463,-0.1559450805089666,-8.695801299192116
1740035151.4009411,-0.0022689468279287438,0.10743439771705299,0.0036757017977044402,-0.15221082529970606,-3.624684050539729
1740035151.4035623,-0.002062165570781774,0.10175495940057054,0.003383715870832558,-0.1434895231641564,-3.624684050539729
1740035151.4044483,-0.001963667475953597,0.09849809482817704,0.003245207891025517,-0.13850797980704077,-3.624684050539729
1740035151.4074702,-0.001776384431845128,0.09202742956413666,0.0029830362865921243,-0.12862004580234268,-3.624684050539729
